,naselje,rodilnik,mestnik,lat,lng,region_name,region_id
5236,Tučna,Tučne,Tučni,46.2257,14.612,Osrednjeslovenska,SI041
5237,Tuji Grm,Tujiv Grma,Tujih Grmu,46.0514,14.5061,Osrednjeslovenska,SI041
5238,Tuljaki,Tuljakiv,Tuljakih,45.55,13.7333,Obalno-kraška,SI044
5239,Tuncovec,Tuncovca,Tuncovcu,46.2314,15.6381,Savinjska,SI034
5240,Tunjice,Tunjica,Tunjicu,46.2257,14.612,Osrednjeslovenska,SI041
5241,Tunjiška Mlaka,Tunjiške Mlake,Tunjiški Mlaki,46.2257,14.612,Osrednjeslovenska,SI041
5242,Tupaliče,Tupaliča,Tupaliču,46.3052,14.4203,Gorenjska,SI042
5243,Tupelče,Tupelča,Tupelču,45.8159,13.7507,Obalno-kraška,SI044
5244,Turiška Vas,Turiške Vasa,Turiški Vasu,46.5094,15.0792,Koroška,SI033
5245,Turiška Vas Na Pohorju,Turiške Vasa Ne Pohorjua,Turiški Vasu Ni Pohorjuu,46.3903,15.575,Podravska,SI032
5246,Turjak,Turjaka,Turjaku,45.8363,14.6377,Osrednjeslovenska,SI041
5247,Turjanci,Turjanciv,Turjancih,46.6428,16.0453,Pomurska,SI031
5248,Turjanski Vrh,Turjanskiv Vrha,Turjanskih Vrhu,46.6428,16.0453,Pomurska,SI031
5249,Turje,Turja,Turju,46.1479,15.1528,Savinjska,SI034
5250,Turnišče,Turnišča,Turnišču,46.6194,16.3223,Pomurska,SI031
5251,Turno,Turna,Turnu,46.2176,15.396,Savinjska,SI034
5252,Turnše,Turnša,Turnšu,46.1394,14.595,Osrednjeslovenska,SI041
5253,Turški Vrh,Turškiv Vrha,Turških Vrhu,46.3917,16.0497,Podravska,SI032
5254,Tušev Dol,Tuševa Dola,Tuševu Dolu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5255,Učak,Učaka,Učaku,46.1686,14.6892,Osrednjeslovenska,SI041
5256,Učakovci,Učakovciv,Učakovcih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5257,Udje,Udja,Udju,45.9551,14.6562,Osrednjeslovenska,SI041
5258,Udmat,Udmata,Udmatu,46.1563,15.2386,Savinjska,SI034
5259,Ugovec,Ugovca,Ugovcu,46.386,15.4458,Podravska,SI032
5261,Ukanje,Ukanja,Ukanju,46.088,13.6347,Goriška,SI043
5263,Ulaka,Ulake,Ulaki,45.8363,14.6377,Osrednjeslovenska,SI041
5264,Unec,Unca,Uncu,45.7964,14.3581,Primorsko-notranjska,SI038
5265,Unično,Unična,Uničnu,46.1479,15.1528,Savinjska,SI034
5266,Uniše,Uniša,Unišu,46.2176,15.396,Savinjska,SI034
5267,Urh,Urha,Urhu,46.3903,15.575,Podravska,SI032
5269,Uršna Sela,Uršne Sele,Uršni Seli,45.8,15.1667,Jugovzhodna Slovenija,SI037
5270,Ustje,Ustja,Ustju,45.8861,13.9097,Goriška,SI043
5271,Utik,Utika,Utiku,46.1897,14.4944,Osrednjeslovenska,SI041
5272,Utovlje,Utovlja,Utovlju,45.7034,13.8706,Obalno-kraška,SI044
5273,Uzmani,Uzmaniv,Uzmanih,45.8363,14.6377,Osrednjeslovenska,SI041
5274,V Zideh,Va Zideha,Vu Zidehu,46.1686,14.6892,Osrednjeslovenska,SI041
5275,Vače,Vača,Vaču,46.0667,14.8167,Zasavska,SI035
5276,Vadarci,Vadarciv,Vadarcih,46.7039,16.1572,Pomurska,SI031
5277,Vadiče,Vadiča,Vadiču,46.3581,14.293,Gorenjska,SI042
5278,Vajgen,Vajgena,Vajgenu,46.6099,15.6714,Podravska,SI032
5279,Valburga,Valburge,Valburgi,46.1382,14.4147,Osrednjeslovenska,SI041
5280,Vale,Vala,Valu,45.8159,13.7507,Obalno-kraška,SI044
5281,Valična Vas,Valične Vasa,Valični Vasu,45.9374,14.8029,Osrednjeslovenska,SI041
5282,Valterski Vrh,Valterskiv Vrha,Valterskih Vrhu,46.1672,14.303,Gorenjska,SI042
5283,Vanča Vas,Vanče Vasa,Vanči Vasu,46.6558,16.0933,Pomurska,SI031
5284,Vaneča,Vaneče,Vaneči,46.7039,16.1572,Pomurska,SI031
5285,Vanetina,Vanetine,Vanetini,46.566,15.9429,Podravska,SI032
5286,Vanganel,Vanganla,Vanganlu,45.55,13.7333,Obalno-kraška,SI044
5288,Vareja,Vareje,Vareji,45.8484,14.6944,Osrednjeslovenska,SI041
5289,Vareje,Vareja,Vareju,45.682,13.9702,Obalno-kraška,SI044
5290,Varoš,Varoša,Varošu,46.3174,15.6669,Podravska,SI032
5292,Vas,Vasa,Vasu,45.5088,14.91,Jugovzhodna Slovenija,SI037
5294,Vaseno,Vasena,Vasenu,46.2257,14.612,Osrednjeslovenska,SI041
5296,Vaše,Vaša,Vašu,46.1382,14.4147,Osrednjeslovenska,SI041
5297,Vatovlje,Vatovlja,Vatovlju,45.682,13.9702,Obalno-kraška,SI044
5298,Vavpča Vas Pri Dobrniču,Vavpče Vasa Priv Dobrničua,Vavpči Vasu Prih Dobrničuu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5299,Vavta Vas,Vavte Vasa,Vavti Vasu,45.7864,15.0745,Jugovzhodna Slovenija,SI037
5300,Večeslavci,Večeslavciv,Večeslavcih,46.8053,16.0344,Pomurska,SI031
5301,Večje Brdo,Večja Brda,Večju Brdu,46.1369,15.3945,Savinjska,SI034
5302,Večkoti,Večkotiv,Večkotih,45.8159,13.7507,Obalno-kraška,SI044
5304,Vejar,Vejara,Vejaru,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5305,Vejice,Vejica,Vejicu,46.2176,15.396,Savinjska,SI034
5306,Velenje,Velenja,Velenju,46.3625,15.1144,Savinjska,SI034
5308,Veličane,Veličana,Veličanu,46.4086,16.1475,Podravska,SI032
5309,Velika Brda,Velike Brde,Veliki Brdi,45.7759,14.2137,Primorsko-notranjska,SI038
5310,Velika Bukovica,Velike Bukovice,Veliki Bukovici,45.5679,14.2527,Primorsko-notranjska,SI038
5311,Velika Dobrava,Velike Dobrave,Veliki Dobravi,45.9374,14.8029,Osrednjeslovenska,SI041
5312,Velika Dolina,Velike Doline,Veliki Dolini,45.9048,15.5922,Posavska,SI036
5313,Velika Goba,Velike Gobe,Veliki Gobi,46.0667,14.8167,Zasavska,SI035
5314,Velika Hubajnica,Velike Hubajnice,Veliki Hubajnici,46.0092,15.3041,Posavska,SI036
5315,Velika Ilova Gora,Velike Ilove Gore,Veliki Ilovi Gori,45.9551,14.6562,Osrednjeslovenska,SI041
5317,Velika Lahinja,Velike Lahinje,Veliki Lahinji,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5318,Velika Lašna,Velike Lašne,Veliki Lašni,46.2257,14.612,Osrednjeslovenska,SI041
5319,Velika Ligojna,Velike Ligojne,Veliki Ligojni,45.9624,14.2937,Osrednjeslovenska,SI041
5320,Velika Loka,Velike Loke,Veliki Loki,45.9551,14.6562,Osrednjeslovenska,SI041
5321,Velika Loka,Velike Loke,Veliki Loki,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5322,Velika Nedelja,Velike Nedelje,Veliki Nedelji,46.4086,16.1475,Podravska,SI032
5323,Velika Pirešica,Velike Pirešice,Veliki Pirešici,46.251,15.1639,Savinjska,SI034
5324,Velika Planina,Velike Planine,Veliki Planini,46.2257,14.612,Osrednjeslovenska,SI041
5325,Velika Polana,Velike Polane,Veliki Polani,46.5719,16.3472,Pomurska,SI031
5326,Velika Preska,Velike Preske,Veliki Preski,46.0667,14.8167,Zasavska,SI035
5327,Velika Pristava,Velike Pristave,Veliki Pristavi,45.6833,14.2,Primorsko-notranjska,SI038
5328,Velika Račna,Velike Račne,Veliki Račni,45.9551,14.6562,Osrednjeslovenska,SI041
5329,Velika Raven,Velike Ravena,Veliki Ravenu,46.2933,15.3052,Savinjska,SI034
5330,Velika Sela,Velike Sele,Veliki Seli,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5331,Velika Slevica,Velike Slevice,Veliki Slevici,45.8363,14.6377,Osrednjeslovenska,SI041
5332,Velika Stara Vas,Velike Stare Vasa,Veliki Stari Vasu,45.9551,14.6562,Osrednjeslovenska,SI041
5334,Velika Ševnica,Velike Ševnice,Veliki Ševnici,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5336,Velika Varnica,Velike Varnice,Veliki Varnici,45.8484,14.6944,Osrednjeslovenska,SI041
5337,Velika Vas,Velike Vasa,Veliki Vasu,46.1356,14.7439,Osrednjeslovenska,SI041
5338,Velika Vas Pri Krškem,Velike Vasa Priv Krškema,Veliki Vasu Prih Krškemu,45.95,15.4833,Posavska,SI036
5340,Velike Brusnice,Velika Brusnica,Veliku Brusnicu,45.8,15.1667,Jugovzhodna Slovenija,SI037
5341,Velike Češnjice,Velika Češnjica,Veliku Češnjicu,45.9374,14.8029,Osrednjeslovenska,SI041
5342,Velike Dole,Velika Dola,Veliku Dolu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5343,Velike Dole Pri Temenici,Velika Dola Priv Temeniciv,Veliku Dolu Prih Temenicih,45.9374,14.8029,Osrednjeslovenska,SI041
5344,Velike Gorelce,Velika Gorelca,Veliku Gorelcu,46.1563,15.2386,Savinjska,SI034
5345,Velike Grahovše,Velika Grahovša,Veliku Grahovšu,46.1563,15.2386,Savinjska,SI034
5346,Velike Kompolje,Velika Kompolja,Veliku Kompolju,45.9374,14.8029,Osrednjeslovenska,SI041
5347,Velike Lašče,Velika Lašča,Veliku Lašču,45.8363,14.6377,Osrednjeslovenska,SI041
5348,Velike Lese,Velika Lesa,Veliku Lesu,45.9374,14.8029,Osrednjeslovenska,SI041
5349,Velike Lipljene,Velika Lipljena,Veliku Lipljenu,45.9551,14.6562,Osrednjeslovenska,SI041
5351,Velike Malence,Velika Malenca,Veliku Malencu,45.9048,15.5922,Posavska,SI036
5352,Velike Pece,Velika Peca,Veliku Pecu,45.9374,14.8029,Osrednjeslovenska,SI041
5353,Velike Poljane,Velika Poljana,Veliku Poljanu,45.74,14.7308,Jugovzhodna Slovenija,SI037
5354,Velike Poljane,Velika Poljana,Veliku Poljanu,46.5372,15.2733,Koroška,SI033
5355,Velike Poljane,Velika Poljana,Veliku Poljanu,45.9069,15.2914,Jugovzhodna Slovenija,SI037
5356,Velike Rebrce,Velika Rebrca,Veliku Rebrcu,45.9374,14.8029,Osrednjeslovenska,SI041
5357,Velike Rodne,Velika Rodna,Veliku Rodnu,46.2314,15.6381,Savinjska,SI034
5359,Velike Vrhe,Velika Vrha,Veliku Vrhu,45.9374,14.8029,Osrednjeslovenska,SI041
5360,Velike Žablje,Velika Žablja,Veliku Žablju,45.8861,13.9097,Goriška,SI043
5361,Veliki Ban,Velikiv Bana,Velikih Banu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
5363,Veliki Brebrovnik,Velikiv Brebrovnika,Velikih Brebrovniku,46.4086,16.1475,Podravska,SI032
5364,Veliki Cerovec,Velikiv Cerovca,Velikih Cerovcu,45.8,15.1667,Jugovzhodna Slovenija,SI037
5365,Veliki Cirnik,Velikiv Cirnika,Velikih Cirniku,46.0092,15.3041,Posavska,SI036
5366,Veliki Dol,Velikiv Dola,Velikih Dolu,45.95,15.4833,Posavska,SI036
5367,Veliki Dol,Velikiv Dola,Velikih Dolu,45.7034,13.8706,Obalno-kraška,SI044
5368,Veliki Gaber,Velikiv Gabera,Velikih Gaberu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5369,Veliki Hrib,Velikiv Hriba,Velikih Hribu,46.2257,14.612,Osrednjeslovenska,SI041
5370,Veliki Jelnik,Velikiv Jelnika,Velikih Jelniku,46.1686,14.6892,Osrednjeslovenska,SI041
5371,Veliki Kal,Velikiv Kala,Velikih Kalu,45.9374,14.8029,Osrednjeslovenska,SI041
5372,Veliki Kal,Velikiv Kala,Velikih Kalu,45.858,15.0876,Jugovzhodna Slovenija,SI037
5373,Veliki Kamen,Velikiv Kamena,Velikih Kamenu,45.95,15.4833,Posavska,SI036
5374,Veliki Koren,Velikiv Korena,Velikih Korenu,45.95,15.4833,Posavska,SI036
5375,Veliki Korinj,Velikiv Korinja,Velikih Korinju,45.9374,14.8029,Osrednjeslovenska,SI041
5376,Veliki Lipoglav,Velikiv Lipoglava,Velikih Lipoglavu,46.0514,14.5061,Osrednjeslovenska,SI041
5377,Veliki Lipovec,Velikiv Lipovca,Velikih Lipovcu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
5378,Veliki Ločnik,Velikiv Ločnika,Velikih Ločniku,45.8363,14.6377,Osrednjeslovenska,SI041
5379,Veliki Nerajec,Velikiv Nerajca,Velikih Nerajcu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5380,Veliki Obrež,Velikiv Obreža,Velikih Obrežu,45.9048,15.5922,Posavska,SI036
5381,Veliki Okič,Velikiv Okiča,Velikih Okiču,45.8484,14.6944,Osrednjeslovenska,SI041
5382,Veliki Orehek,Velikiv Oreheka,Velikih Oreheku,45.8,15.1667,Jugovzhodna Slovenija,SI037
5383,Veliki Osolnik,Velikiv Osolnika,Velikih Osolniku,45.8363,14.6377,Osrednjeslovenska,SI041
5384,Veliki Otok,Velikiv Otoka,Velikih Otoku,45.7759,14.2137,Primorsko-notranjska,SI038
5385,Veliki Podljuben,Velikiv Podljubena,Velikih Podljubenu,45.8,15.1667,Jugovzhodna Slovenija,SI037
5386,Veliki Podlog,Velikiv Podloga,Velikih Podlogu,45.95,15.4833,Posavska,SI036
5387,Veliki Rakitovec,Velikiv Rakitovca,Velikih Rakitovcu,46.2257,14.612,Osrednjeslovenska,SI041
5388,Veliki Rigelj,Velikiv Rigelja,Velikih Rigelju,45.7545,15.0583,Jugovzhodna Slovenija,SI037
5389,Veliki Slatnik,Velikiv Slatnika,Velikih Slatniku,45.8,15.1667,Jugovzhodna Slovenija,SI037
5390,Veliki Trn,Velikiv Trna,Velikih Trnu,45.95,15.4833,Posavska,SI036
5391,Veliki Videm,Velikiv Videma,Velikih Videmu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5393,Veliki Vrh,Velikiv Vrha,Velikih Vrhu,46.3436,15.9941,Podravska,SI032
5395,Veliki Vrh Pri Litiji,Velikiv Vrha Priv Litijiv,Velikih Vrhu Prih Litijih,46.0667,14.8167,Zasavska,SI035
5396,Veliki Vrh Pri Šmarju,Velikiv Vrha Priv Šmarjua,Velikih Vrhu Prih Šmarjuu,45.9551,14.6562,Osrednjeslovenska,SI041
5397,Veliko Brdo,Velika Brda,Veliku Brdu,45.5679,14.2527,Primorsko-notranjska,SI038
5398,Veliko Črnelo,Velika Črnela,Veliku Črnelu,45.9374,14.8029,Osrednjeslovenska,SI041
5399,Veliko Globoko,Velika Globoka,Veliku Globoku,45.9374,14.8029,Osrednjeslovenska,SI041
5400,Veliko Lipje,Velika Lipja,Veliku Lipju,45.8339,14.9292,Jugovzhodna Slovenija,SI037
5401,Veliko Mlačevo,Velika Mlačeva,Veliku Mlačevu,45.9551,14.6562,Osrednjeslovenska,SI041
5402,Veliko Mraševo,Velika Mraševa,Veliku Mraševu,45.95,15.4833,Posavska,SI036
5403,Veliko Polje,Velika Polja,Veliku Polju,45.7034,13.8706,Obalno-kraška,SI044
5404,Veliko Širje,Velika Širja,Veliku Širju,46.1563,15.2386,Savinjska,SI034
5405,Veliko Tinje,Velika Tinja,Veliku Tinju,46.3903,15.575,Podravska,SI032
5406,Veliko Trebeljevo,Velika Trebeljeva,Veliku Trebeljevu,46.0514,14.5061,Osrednjeslovenska,SI041
5407,Veliko Ubeljsko,Velika Ubeljska,Veliku Ubeljsku,45.7759,14.2137,Primorsko-notranjska,SI038
5408,Velka,Velke,Velki,46.5903,15.0236,Koroška,SI033
5409,Veniše,Veniša,Venišu,45.95,15.4833,Posavska,SI036
5410,Verače,Verača,Veraču,46.1573,15.5974,Savinjska,SI034
5411,Verd,Verda,Verdu,45.9624,14.2937,Osrednjeslovenska,SI041
5412,Verdun,Verduna,Verdunu,45.8,15.1667,Jugovzhodna Slovenija,SI037
5413,Verdun Pri Uršnih Selih,Verduna Priv Uršniha Seliha,Verdunu Prih Uršnihu Selihu,45.7545,15.0583,Jugovzhodna Slovenija,SI037
5414,Verje,Verja,Verju,46.1382,14.4147,Osrednjeslovenska,SI041
5415,Vernek,Verneka,Verneku,46.0667,14.8167,Zasavska,SI035
5416,Verpete,Verpeta,Verpetu,46.2933,15.3052,Savinjska,SI034
5417,Veržej,Veržeja,Veržeju,46.5818,16.1623,Pomurska,SI031
5418,Vesca,Vesce,Vesci,46.1897,14.4944,Osrednjeslovenska,SI041
5419,Vesela Gora,Vesele Gore,Veseli Gori,45.9769,15.0897,Jugovzhodna Slovenija,SI037
5420,Veščica,Veščice,Veščici,46.6667,16.1667,Pomurska,SI031
5421,Veščica,Veščice,Veščici,46.5182,16.2882,Pomurska,SI031
5422,Vešenik,Vešenika,Vešeniku,46.3383,15.4233,Savinjska,SI034
5423,Vešter,Veštera,Vešteru,46.1672,14.303,Gorenjska,SI042
5424,Vetrnik,Vetrnika,Vetrniku,46.074,15.559,Savinjska,SI034
5425,Vezovje,Vezovja,Vezovju,46.2176,15.396,Savinjska,SI034
5426,Vič,Viča,Viču,46.5903,15.0236,Koroška,SI033
5427,Vičanci,Vičanciv,Vičancih,46.4086,16.1475,Podravska,SI032
5428,Vidanovci,Vidanovciv,Vidanovcih,46.5168,16.2027,Pomurska,SI031
5431,Videm,Videma,Videmu,45.95,15.4833,Posavska,SI036
5432,Videm Pri Lukovici,Videma Priv Lukoviciv,Videmu Prih Lukovicih,46.1686,14.6892,Osrednjeslovenska,SI041
5433,Videm Pri Ptuju,Videma Priv Ptujua,Videmu Prih Ptujuu,45.8484,14.6944,Osrednjeslovenska,SI041
5434,Videm Pri Temenici,Videma Priv Temeniciv,Videmu Prih Temenicih,45.9374,14.8029,Osrednjeslovenska,SI041
5435,Videž,Videža,Videžu,46.3903,15.575,Podravska,SI032
5436,Vidonci,Vidonciv,Vidoncih,46.7977,16.0984,Pomurska,SI031
5438,Vidovica,Vidovice,Vidovici,46.1573,15.5974,Savinjska,SI034
5440,Vihre,Vihra,Vihru,45.95,15.4833,Posavska,SI036
5441,Vikrče,Vikrča,Vikrču,46.1382,14.4147,Osrednjeslovenska,SI041
5442,Vimolj,Vimolja,Vimolju,45.5088,14.91,Jugovzhodna Slovenija,SI037
5443,Vimolj Pri Predgradu,Vimolja Priv Predgradua,Vimolju Prih Predgraduu,45.643,14.8594,Jugovzhodna Slovenija,SI037
5444,Vinarje,Vinarja,Vinarju,46.5575,15.6456,Podravska,SI032
5445,Vinarje,Vinarja,Vinarju,46.3903,15.575,Podravska,SI032
5446,Vincarje,Vincarja,Vincarju,46.1672,14.303,Gorenjska,SI042
5447,Vine,Vina,Vinu,46.2933,15.3052,Savinjska,SI034
5449,Vinec,Vinca,Vincu,46.2314,15.6381,Savinjska,SI034
5451,Vinica,Vinice,Vinici,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5452,Vinica Pri Šmarjeti,Vinice Priv Šmarjetiv,Vinici Prih Šmarjetih,45.8622,15.2214,Jugovzhodna Slovenija,SI037
5453,Vinice,Vinica,Vinicu,45.7616,14.6363,Jugovzhodna Slovenija,SI037
5455,Vinja Vas,Vinje Vasa,Vinji Vasu,45.8,15.1667,Jugovzhodna Slovenija,SI037
5457,Vinje Pri Moravčah,Vinja Priv Moravčaha,Vinju Prih Moravčahu,46.1356,14.7439,Osrednjeslovenska,SI041
5458,Vinji Vrh,Vinjiv Vrha,Vinjih Vrhu,45.9048,15.5922,Posavska,SI036
5459,Vinji Vrh,Vinjiv Vrha,Vinjih Vrhu,45.8622,15.2214,Jugovzhodna Slovenija,SI037
5461,Vinji Vrh Pri Semiču,Vinjiv Vrha Priv Semičua,Vinjih Vrhu Prih Semičuu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
5462,Vinkov Vrh,Vinkova Vrha,Vinkovu Vrhu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
5463,Vino,Vina,Vinu,45.9551,14.6562,Osrednjeslovenska,SI041
5464,Vinska Gora,Vinske Gore,Vinski Gori,46.3625,15.1144,Savinjska,SI034
5465,Vinska Gorica,Vinske Gorice,Vinski Gorici,46.3381,15.2293,Savinjska,SI034
5466,Vinski Vrh,Vinskiv Vrha,Vinskih Vrhu,46.4086,16.1475,Podravska,SI032
5469,Vintarji,Vintarjiv,Vintarjih,45.74,14.7308,Jugovzhodna Slovenija,SI037
5470,Vintarji,Vintarjiv,Vintarjih,46.5372,15.2733,Koroška,SI033
5471,Vintarovci,Vintarovciv,Vintarovcih,46.4923,15.8801,Podravska,SI032
5472,Vipava,Vipave,Vipavi,45.8476,13.9624,Goriška,SI043
5473,Vipavski Križ,Vipavskiv Križa,Vipavskih Križu,45.8861,13.9097,Goriška,SI043
5476,Vir Pri Nevljah,Vira Priv Nevljaha,Viru Prih Nevljahu,46.2257,14.612,Osrednjeslovenska,SI041
5477,Vir Pri Stični,Vira Priv Stičniv,Viru Prih Stičnih,45.9374,14.8029,Osrednjeslovenska,SI041
5478,Virlog,Virloga,Virlogu,46.1672,14.303,Gorenjska,SI042
5479,Virmaše,Virmaša,Virmašu,46.1672,14.303,Gorenjska,SI042
5480,Virštanj,Virštanja,Virštanju,46.1573,15.5974,Savinjska,SI034
5481,Visejec,Visejca,Visejcu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
5482,Visoče,Visoča,Visoču,46.2176,15.396,Savinjska,SI034
5483,Visoče,Visoča,Visoču,46.3581,14.293,Gorenjska,SI042
5484,Visoko,Visoka,Visoku,45.9692,14.5394,Osrednjeslovenska,SI041
5485,Visoko,Visoka,Visoku,46.243,14.4181,Gorenjska,SI042
5486,Visoko Pri Poljanah,Visoka Priv Poljanaha,Visoku Prih Poljanahu,46.1672,14.303,Gorenjska,SI042
5487,Visole,Visola,Visolu,46.3903,15.575,Podravska,SI032
5491,Višnja Gora,Višnje Gore,Višnji Gori,45.9374,14.8029,Osrednjeslovenska,SI041
5492,Višnja Vas,Višnje Vasa,Višnji Vasu,46.2933,15.3052,Savinjska,SI034
5493,Višnje,Višnja,Višnju,45.8861,13.9097,Goriška,SI043
5494,Višnje,Višnja,Višnju,45.9374,14.8029,Osrednjeslovenska,SI041
5497,Vitan,Vitana,Vitanu,46.4086,16.1475,Podravska,SI032
5498,Vitanje,Vitanja,Vitanju,46.3825,15.2956,Savinjska,SI034
5499,Vitanjsko Skomarje,Vitanjska Skomarja,Vitanjsku Skomarju,46.3825,15.2956,Savinjska,SI034
5500,Vitna Vas,Vitne Vasa,Vitni Vasu,45.9048,15.5922,Posavska,SI036
5502,Vitovlje,Vitovlja,Vitovlju,45.9558,13.6433,Goriška,SI043
5503,Vizore,Vizora,Vizoru,46.2933,15.3052,Savinjska,SI034
5504,Vnajnarje,Vnajnarja,Vnajnarju,46.0514,14.5061,Osrednjeslovenska,SI041
5505,Vnanje Gorice,Vnanja Gorica,Vnanju Goricu,46.0207,14.4178,Osrednjeslovenska,SI041
5507,Vodice,Vodica,Vodicu,45.8861,13.9097,Goriška,SI043
5509,Vodice,Vodica,Vodicu,46.1897,14.4944,Osrednjeslovenska,SI041
5510,Vodice Nad Kamnikom,Vodica Nada Kamnikoma,Vodicu Nadu Kamnikomu,46.2257,14.612,Osrednjeslovenska,SI041
5511,Vodice Pri Gabrovki,Vodica Priv Gabrovkiv,Vodicu Prih Gabrovkih,46.0667,14.8167,Zasavska,SI035
5512,Vodice Pri Kalobju,Vodica Priv Kalobjua,Vodicu Prih Kalobjuu,46.2176,15.396,Savinjska,SI034
5513,Vodice Pri Slivnici,Vodica Priv Slivniciv,Vodicu Prih Slivnicih,46.2176,15.396,Savinjska,SI034
5514,Vodiško,Vodiška,Vodišku,46.1563,15.2386,Savinjska,SI034
5515,Vodole,Vodola,Vodolu,46.5575,15.6456,Podravska,SI032
5516,Vodranci,Vodranciv,Vodrancih,46.4086,16.1475,Podravska,SI032
5517,Vodriž,Vodriža,Vodrižu,46.5094,15.0792,Koroška,SI033
5518,Vodruž,Vodruža,Vodružu,46.2176,15.396,Savinjska,SI034
5519,Voduce,Voduca,Voducu,46.2176,15.396,Savinjska,SI034
5520,Vodule,Vodula,Vodulu,46.2176,15.396,Savinjska,SI034
5521,Voglajna,Voglajne,Voglajni,46.2176,15.396,Savinjska,SI034
5522,Voglarji,Voglarjiv,Voglarjih,45.9558,13.6433,Goriška,SI043
5523,Voglje,Voglja,Voglju,45.7034,13.8706,Obalno-kraška,SI044
5524,Voglje,Voglja,Voglju,46.243,14.4181,Gorenjska,SI042
5525,Vogričevci,Vogričevciv,Vogričevcih,46.5168,16.2027,Pomurska,SI031
5527,Vojna Vas,Vojne Vasa,Vojni Vasu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5528,Vojnik,Vojnika,Vojniku,46.2933,15.3052,Savinjska,SI034
5533,Voklo,Vokla,Voklu,46.243,14.4181,Gorenjska,SI042
5535,Volarje,Volarja,Volarju,46.1857,13.7352,Goriška,SI043
5536,Volavlje,Volavlja,Volavlju,46.0514,14.5061,Osrednjeslovenska,SI041
5538,Volčanski Ruti,Volčanskiv Rutiv,Volčanskih Rutih,46.1857,13.7352,Goriška,SI043
5539,Volče,Volča,Volču,45.6833,14.2,Primorsko-notranjska,SI038
5540,Volče,Volča,Volču,46.1857,13.7352,Goriška,SI043
5543,Volčja Jama,Volčje Jame,Volčji Jami,45.9104,15.0086,Jugovzhodna Slovenija,SI037
5545,Volčje,Volčja,Volčju,45.9048,15.5922,Posavska,SI036
5546,Volčje Njive,Volčja Njiva,Volčju Njivu,45.9476,15.0664,Jugovzhodna Slovenija,SI037
5547,Volčji Grad,Volčjiv Grada,Volčjih Gradu,45.8159,13.7507,Obalno-kraška,SI044
5548,Volčji Potok,Volčjiv Potoka,Volčjih Potoku,46.2257,14.612,Osrednjeslovenska,SI041
5549,Volčkova Vas,Volčkove Vasa,Volčkovi Vasu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
5550,Volog,Vologa,Vologu,46.3202,14.9531,Savinjska,SI034
5551,Vologa,Vologe,Vologi,46.172,14.8217,Osrednjeslovenska,SI041
5552,Volovnik,Volovnika,Volovniku,45.95,15.4833,Posavska,SI036
5553,Vonarje,Vonarja,Vonarju,46.1573,15.5974,Savinjska,SI034
5555,Vosek,Voseka,Voseku,46.6099,15.6714,Podravska,SI032
5556,Vošce,Vošca,Vošcu,46.1686,14.6892,Osrednjeslovenska,SI041
5557,Vošče,Vošča,Vošču,46.3425,14.1721,Gorenjska,SI042
5558,Vovše,Vovša,Vovšu,46.0667,14.8167,Zasavska,SI035
5559,Vrabče,Vrabča,Vrabču,45.7034,13.8706,Obalno-kraška,SI044
5560,Vranja Peč,Vranje Peča,Vranji Peču,46.2257,14.612,Osrednjeslovenska,SI041
5561,Vranje,Vranja,Vranju,46.0092,15.3041,Posavska,SI036
5562,Vranji Vrh,Vranjiv Vrha,Vranjih Vrhu,46.6817,15.6481,Podravska,SI032
5563,Vranke,Vranka,Vranku,46.1686,14.6892,Osrednjeslovenska,SI041
5564,Vranoviči,Vranovičiv,Vranovičih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
5565,Vransko,Vranska,Vransku,46.172,14.8217,Osrednjeslovenska,SI041
5570,Vratno,Vratna,Vratnu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
5571,Vrba,Vrbe,Vrbi,46.3381,15.2293,Savinjska,SI034
5572,Vrba,Vrbe,Vrbi,46.1686,14.6892,Osrednjeslovenska,SI041
5574,Vrbica,Vrbice,Vrbici,45.5679,14.2527,Primorsko-notranjska,SI038
5575,Vrbičje,Vrbičja,Vrbičju,45.9551,14.6562,Osrednjeslovenska,SI041
