,naselje,rodilnik,mestnik,lat,lng,region_name,region_id
0,Abitanti,Abitantiv,Abitantih,45.55,13.7333,Obalno-kraška,SI044
1,Adamovo,Adamova,Adamovu,45.8363,14.6377,Osrednjeslovenska,SI041
3,Adlešiči,Adlešičiv,Adlešičih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
4,Adrijanci,Adrijanciv,Adrijancih,46.805,16.2172,Pomurska,SI031
5,Ajba,Ajbe,Ajbi,46.088,13.6347,Goriška,SI043
6,Ajbelj,Ajbelja,Ajbelju,45.5088,14.91,Jugovzhodna Slovenija,SI037
7,Ajdovščina,Ajdovščine,Ajdovščini,45.8861,13.9097,Goriška,SI043
8,Ajševica,Ajševice,Ajševici,45.9558,13.6433,Goriška,SI043
10,Ambrus,Ambrusa,Ambrusu,45.9374,14.8029,Osrednjeslovenska,SI041
11,Andol,Andola,Andolu,45.74,14.7308,Jugovzhodna Slovenija,SI037
12,Andol,Andola,Andolu,46.5372,15.2733,Koroška,SI033
13,Andraž Nad Polzelo,Andraža Nada Polzela,Andražu Nadu Polzelu,46.2809,15.074,Savinjska,SI034
16,Andrenci,Andrenciv,Andrencih,46.566,15.9429,Podravska,SI032
17,Anhovo,Anhova,Anhovu,46.088,13.6347,Goriška,SI043
18,Ankaran,Ankarana,Ankaranu,45.5793,13.7379,Obalno-kraška,SI044
19,Anovec,Anovca,Anovcu,45.95,15.4833,Posavska,SI036
22,Apače,Apača,Apaču,46.406,15.7983,Podravska,SI032
23,Apnenik,Apnenika,Apneniku,45.8389,15.3361,Jugovzhodna Slovenija,SI037
24,Apnenik Pri Boštanju,Apnenika Priv Boštanjua,Apneniku Prih Boštanjuu,46.0092,15.3041,Posavska,SI036
25,Apnenik Pri Velikem Trnu,Apnenika Priv Velikema Trnua,Apneniku Prih Velikemu Trnuu,45.95,15.4833,Posavska,SI036
27,Arclin,Arclina,Arclinu,46.2933,15.3052,Savinjska,SI034
28,Arčelca,Arčelce,Arčelci,45.9104,15.0086,Jugovzhodna Slovenija,SI037
29,Ardro Pod Velikim Trnom,Ardra Poda Velikima Trnoma,Ardru Podu Velikimu Trnomu,45.95,15.4833,Posavska,SI036
30,Ardro Pri Raki,Ardra Priv Rakiv,Ardru Prih Rakih,45.95,15.4833,Posavska,SI036
31,Arja Vas,Arje Vasa,Arji Vasu,46.251,15.1639,Savinjska,SI034
32,Armeško,Armeška,Armešku,45.95,15.4833,Posavska,SI036
33,Arnače,Arnača,Arnaču,46.3625,15.1144,Savinjska,SI034
34,Arnovo Selo,Arnova Sela,Arnovu Selu,45.9048,15.5922,Posavska,SI036
35,Artiče,Artiča,Artiču,45.9048,15.5922,Posavska,SI036
36,Artiža Vas,Artiže Vasa,Artiži Vasu,45.9374,14.8029,Osrednjeslovenska,SI041
37,Artmanja Vas,Artmanje Vasa,Artmanji Vasu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
38,Arto,Arta,Artu,46.0092,15.3041,Posavska,SI036
40,Avber,Avbera,Avberu,45.7034,13.8706,Obalno-kraška,SI044
41,Avče,Avča,Avču,46.088,13.6347,Goriška,SI043
43,Avsa,Avse,Avsi,46.2464,13.578,Goriška,SI043
45,Babiči,Babičiv,Babičih,45.55,13.7333,Obalno-kraška,SI044
46,Babinci,Babinciv,Babincih,46.5168,16.2027,Pomurska,SI031
50,Babna Gora,Babne Gore,Babni Gori,45.9104,15.0086,Jugovzhodna Slovenija,SI037
53,Babni Vrt,Babniv Vrta,Babnih Vrtu,46.2333,14.3667,Gorenjska,SI042
55,Bač,Bača,Baču,45.5679,14.2527,Primorsko-notranjska,SI038
57,Bača Pri Modreju,Bače Priv Modrejua,Bači Prih Modrejuu,46.1857,13.7352,Goriška,SI043
58,Bača Pri Podbrdu,Bače Priv Podbrdua,Bači Prih Podbrduu,46.1857,13.7352,Goriška,SI043
60,Bakovci,Bakovciv,Bakovcih,46.6667,16.1667,Pomurska,SI031
61,Bakrc,Bakrca,Bakrcu,45.9374,14.8029,Osrednjeslovenska,SI041
62,Balkovci,Balkovciv,Balkovcih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
63,Bane,Bana,Banu,45.8363,14.6377,Osrednjeslovenska,SI041
64,Banja Loka,Banje Loke,Banji Loki,45.5088,14.91,Jugovzhodna Slovenija,SI037
65,Banjšice,Banjšica,Banjšicu,45.9558,13.6433,Goriška,SI043
66,Banovci,Banovciv,Banovcih,46.5818,16.1623,Pomurska,SI031
67,Banuta,Banute,Banuti,46.5631,16.4519,Pomurska,SI031
69,Baredi,Barediv,Baredih,45.5344,13.6675,Obalno-kraška,SI044
70,Barislovci,Barislovciv,Barislovcih,45.8484,14.6944,Osrednjeslovenska,SI041
71,Barizoni,Barizoniv,Barizonih,45.55,13.7333,Obalno-kraška,SI044
72,Barka,Barke,Barki,45.682,13.9702,Obalno-kraška,SI044
73,Bašelj,Bašelja,Bašelju,46.3052,14.4203,Gorenjska,SI042
74,Bate,Bata,Batu,45.9558,13.6433,Goriška,SI043
75,Batuje,Batuja,Batuju,45.8861,13.9097,Goriška,SI043
76,Bavdek,Bavdeka,Bavdeku,45.8363,14.6377,Osrednjeslovenska,SI041
77,Bavšica,Bavšice,Bavšici,46.3378,13.5522,Goriška,SI043
78,Beč,Beča,Beču,45.7964,14.3581,Primorsko-notranjska,SI038
79,Bečaje,Bečaja,Bečaju,45.7964,14.3581,Primorsko-notranjska,SI038
80,Bedenj,Bedenja,Bedenju,45.5711,15.1889,Jugovzhodna Slovenija,SI037
81,Begunje Na Gorenjskem,Begunja Ne Gorenjskema,Begunju Ni Gorenjskemu,46.3425,14.1721,Gorenjska,SI042
82,Begunje Pri Cerknici,Begunja Priv Cerkniciv,Begunju Prih Cerknicih,45.7964,14.3581,Primorsko-notranjska,SI038
86,Bela Cerkev,Bele Cerkeva,Beli Cerkevu,45.8622,15.2214,Jugovzhodna Slovenija,SI037
87,Bela Peč,Bele Peča,Beli Peču,46.2257,14.612,Osrednjeslovenska,SI041
88,Belavšek,Belavšeka,Belavšeku,45.8484,14.6944,Osrednjeslovenska,SI041
89,Belca,Belce,Belci,46.4854,13.7871,Gorenjska,SI042
90,Belčji Vrh,Belčjiv Vrha,Belčjih Vrhu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
91,Bele Vode,Bela Voda,Belu Vodu,46.3798,15.0482,Savinjska,SI034
93,Beli Potok Pri Frankolovem,Beliv Potoka Priv Frankolovema,Belih Potoku Prih Frankolovemu,46.2933,15.3052,Savinjska,SI034
98,Belo,Bela,Belu,46.1382,14.4147,Osrednjeslovenska,SI041
100,Belovo,Belova,Belovu,46.1563,15.2386,Savinjska,SI034
101,Belski Vrh,Belskiv Vrha,Belskih Vrhu,46.3917,16.0497,Podravska,SI032
102,Belsko,Belska,Belsku,45.7759,14.2137,Primorsko-notranjska,SI038
103,Belšak,Belšaka,Belšaku,46.5438,14.9119,Koroška,SI033
104,Belšinja Vas,Belšinje Vasa,Belšinji Vasu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
105,Beltinci,Beltinciv,Beltincih,46.606,16.2328,Pomurska,SI031
106,Belvedur,Belvedura,Belveduru,45.55,13.7333,Obalno-kraška,SI044
107,Benečija,Benečije,Benečiji,45.9104,15.0086,Jugovzhodna Slovenija,SI037
108,Benedikt,Benedikta,Benediktu,46.6065,15.8842,Podravska,SI032
110,Benica,Benice,Benici,46.5631,16.4519,Pomurska,SI031
113,Berinjak,Berinjaka,Berinjaku,45.8484,14.6944,Osrednjeslovenska,SI041
114,Berinjek,Berinjeka,Berinjeku,46.0667,14.8167,Zasavska,SI035
115,Berkovci,Berkovciv,Berkovcih,46.5631,16.1399,Pomurska,SI031
117,Berkovski Prelogi,Berkovskiv Prelogiv,Berkovskih Prelogih,46.5631,16.1399,Pomurska,SI031
118,Bertoki,Bertokiv,Bertokih,45.55,13.7333,Obalno-kraška,SI044
119,Besnica,Besnice,Besnici,46.0514,14.5061,Osrednjeslovenska,SI041
120,Betanja,Betanje,Betanji,45.682,13.9702,Obalno-kraška,SI044
121,Betonovo,Betonova,Betonovu,45.7616,14.6363,Jugovzhodna Slovenija,SI037
122,Bevče,Bevča,Bevču,46.3625,15.1144,Savinjska,SI034
123,Bevke,Bevka,Bevku,45.9624,14.2937,Osrednjeslovenska,SI041
124,Bezena,Bezene,Bezeni,46.5386,15.5154,Podravska,SI032
125,Bezenškovo Bukovje,Bezenškova Bukovja,Bezenškovu Bukovju,46.2933,15.3052,Savinjska,SI034
129,Bezina,Bezine,Bezini,46.3383,15.4233,Savinjska,SI034
130,Beznovci,Beznovciv,Beznovcih,46.7039,16.1572,Pomurska,SI031
131,Bezovica,Bezovice,Bezovici,45.55,13.7333,Obalno-kraška,SI044
132,Bezovica,Bezovice,Bezovici,46.2933,15.3052,Savinjska,SI034
133,Bezovje Nad Zrečami,Bezovja Nada Zrečamiv,Bezovju Nadu Zrečamih,46.375,15.3854,Savinjska,SI034
134,Bezovje Pri Šentjurju,Bezovja Priv Šentjurjua,Bezovju Prih Šentjurjuu,46.2176,15.396,Savinjska,SI034
135,Bezuljak,Bezuljaka,Bezuljaku,45.7964,14.3581,Primorsko-notranjska,SI038
136,Bič,Biča,Biču,45.9104,15.0086,Jugovzhodna Slovenija,SI037
137,Bičje,Bičja,Bičju,45.9551,14.6562,Osrednjeslovenska,SI041
140,Binkelj,Binkelja,Binkelju,46.1672,14.303,Gorenjska,SI042
141,Birčna Vas,Birčne Vasa,Birčni Vasu,45.8,15.1667,Jugovzhodna Slovenija,SI037
142,Birna Vas,Birne Vasa,Birni Vasu,46.0092,15.3041,Posavska,SI036
145,Bistra,Bistre,Bistri,45.9624,14.2937,Osrednjeslovenska,SI041
146,Bistrica,Bistrice,Bistrici,45.5711,15.1889,Jugovzhodna Slovenija,SI037
147,Bistrica,Bistrice,Bistrici,46.074,15.559,Savinjska,SI034
148,Bistrica,Bistrice,Bistrici,46.0667,14.8167,Zasavska,SI035
149,Bistrica,Bistrice,Bistrici,46.2749,14.3176,Gorenjska,SI042
150,Bistrica,Bistrice,Bistrici,45.9769,15.0897,Jugovzhodna Slovenija,SI037
151,Bistrica Ob Dravi,Bistrice Oba Draviv,Bistrici Obu Dravih,46.5386,15.5154,Podravska,SI032
153,Bistrica Pri Tržiču,Bistrice Priv Tržičua,Bistrici Prih Tržičuu,46.3581,14.293,Gorenjska,SI042
154,Bistričica,Bistričice,Bistričici,46.2257,14.612,Osrednjeslovenska,SI041
155,Biš,Biša,Bišu,46.5231,15.8978,Podravska,SI032
156,Bišče,Bišča,Bišču,46.1394,14.595,Osrednjeslovenska,SI041
157,Bišečki Vrh,Bišečkiv Vrha,Bišečkih Vrhu,46.5231,15.8978,Podravska,SI032
158,Biška Vas,Biške Vasa,Biški Vasu,45.858,15.0876,Jugovzhodna Slovenija,SI037
159,Bitiče,Bitiča,Bitiču,46.0667,14.8167,Zasavska,SI035
162,Bizeljska Vas,Bizeljske Vasa,Bizeljski Vasu,45.9048,15.5922,Posavska,SI036
163,Bizeljsko,Bizeljska,Bizeljsku,45.9048,15.5922,Posavska,SI036
164,Blagovica,Blagovice,Blagovici,46.1686,14.6892,Osrednjeslovenska,SI041
166,Blanca,Blance,Blanci,46.0092,15.3041,Posavska,SI036
167,Blate,Blata,Blatu,45.74,14.7308,Jugovzhodna Slovenija,SI037
168,Blate,Blata,Blatu,46.5372,15.2733,Koroška,SI033
169,Blatna Brezovica,Blatne Brezovice,Blatni Brezovici,45.9624,14.2937,Osrednjeslovenska,SI041
170,Blatni Vrh,Blatniv Vrha,Blatnih Vrhu,46.1563,15.2386,Savinjska,SI034
171,Blatnik Pri Črmošnjicah,Blatnika Priv Črmošnjicaha,Blatniku Prih Črmošnjicahu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
172,Blatnik Pri Črnomlju,Blatnika Priv Črnomljua,Blatniku Prih Črnomljuu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
173,Blatno,Blatna,Blatnu,45.9048,15.5922,Posavska,SI036
174,Blato,Blata,Blatu,46.3383,15.4233,Savinjska,SI034
175,Blato,Blata,Blatu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
176,Blečji Vrh,Blečjiv Vrha,Blečjih Vrhu,45.9551,14.6562,Osrednjeslovenska,SI041
177,Bled,Bleda,Bledu,46.3688,14.114,Gorenjska,SI042
178,Blejska Dobrava,Blejske Dobrave,Blejski Dobravi,46.4366,14.0602,Gorenjska,SI042
179,Bločice,Bločica,Bločicu,45.7964,14.3581,Primorsko-notranjska,SI038
181,Bloška Polica,Bloške Police,Bloški Polici,45.7964,14.3581,Primorsko-notranjska,SI038
182,Boben,Bobena,Bobenu,46.1479,15.1528,Savinjska,SI034
183,Bobovek,Boboveka,Boboveku,46.2333,14.3667,Gorenjska,SI042
184,Bobovo Pri Ponikvi,Bobova Priv Ponikviv,Bobovu Prih Ponikvih,46.2176,15.396,Savinjska,SI034
186,Bočaji,Bočajiv,Bočajih,45.55,13.7333,Obalno-kraška,SI044
188,Bočna,Bočne,Bočni,46.2961,14.8052,Savinjska,SI034
189,Bodešče,Bodešča,Bodešču,46.3688,14.114,Gorenjska,SI042
190,Bodislavci,Bodislavciv,Bodislavcih,46.5168,16.2027,Pomurska,SI031
191,Bodkovci,Bodkovciv,Bodkovcih,46.4853,15.971,Podravska,SI032
192,Bodonci,Bodonciv,Bodoncih,46.7039,16.1572,Pomurska,SI031
193,Bodovlje,Bodovlja,Bodovlju,46.1672,14.303,Gorenjska,SI042
194,Bodrež,Bodreža,Bodrežu,46.088,13.6347,Goriška,SI043
197,Boga Vas,Boge Vasa,Bogi Vasu,45.9374,14.8029,Osrednjeslovenska,SI041
201,Bogo,Boga,Bogu,45.7034,13.8706,Obalno-kraška,SI044
203,Boharina,Boharine,Boharini,46.375,15.3854,Savinjska,SI034
204,Bohinjska Bela,Bohinjske Bele,Bohinjski Beli,46.3688,14.114,Gorenjska,SI042
208,Bojanci,Bojanciv,Bojancih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
210,Bojanji Vrh,Bojanjiv Vrha,Bojanjih Vrhu,45.9374,14.8029,Osrednjeslovenska,SI041
211,Bojsno,Bojsna,Bojsnu,45.9048,15.5922,Posavska,SI036
212,Bojtina,Bojtine,Bojtini,46.3903,15.575,Podravska,SI032
213,Bokrači,Bokračiv,Bokračih,46.7039,16.1572,Pomurska,SI031
215,Bolečka Vas,Bolečke Vasa,Bolečki Vasu,46.35,15.7333,Podravska,SI032
217,Boletina,Boletine,Boletini,46.2176,15.396,Savinjska,SI034
218,Boltija,Boltije,Boltiji,46.0667,14.8167,Zasavska,SI035
219,Bonini,Boniniv,Boninih,45.55,13.7333,Obalno-kraška,SI044
220,Boračeva,Boračeve,Boračevi,46.6428,16.0453,Pomurska,SI031
221,Boreci,Boreciv,Borecih,46.5631,16.1399,Pomurska,SI031
222,Boreča,Boreče,Boreči,46.805,16.2172,Pomurska,SI031
223,Borejci,Borejciv,Borejcih,46.6558,16.0933,Pomurska,SI031
224,Boričevo,Boričeva,Boričevu,45.8,15.1667,Jugovzhodna Slovenija,SI037
225,Borjana,Borjane,Borjani,46.2464,13.578,Goriška,SI043
229,Borovak Pri Polšniku,Borovaka Priv Polšnikua,Borovaku Prih Polšnikuu,46.0667,14.8167,Zasavska,SI035
230,Borovci,Borovciv,Borovcih,46.3956,15.9314,Podravska,SI032
231,Borovec Pri Karlovici,Borovca Priv Karloviciv,Borovcu Prih Karlovicih,45.8363,14.6377,Osrednjeslovenska,SI041
232,Borovec Pri Kočevski Reki,Borovca Priv Kočevskiv Rekiv,Borovcu Prih Kočevskih Rekih,45.643,14.8594,Jugovzhodna Slovenija,SI037
233,Borovnica,Borovnice,Borovnici,45.9197,14.3572,Osrednjeslovenska,SI041
234,Boršt,Boršta,Borštu,45.9048,15.5922,Posavska,SI036
235,Boršt,Boršta,Borštu,45.55,13.7333,Obalno-kraška,SI044
237,Boršt Pri Dvoru,Boršta Priv Dvorua,Borštu Prih Dvoruu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
239,Bošamarin,Bošamarina,Bošamarinu,45.55,13.7333,Obalno-kraška,SI044
240,Boštanj,Boštanja,Boštanju,46.0092,15.3041,Posavska,SI036
241,Boštetje,Boštetja,Boštetju,45.8363,14.6377,Osrednjeslovenska,SI041
242,Botričnica,Botričnice,Botričnici,46.2176,15.396,Savinjska,SI034
243,Bovec,Bovca,Bovcu,46.3378,13.5522,Goriška,SI043
244,Bovše,Bovša,Bovšu,46.2933,15.3052,Savinjska,SI034
247,Božje,Božja,Božju,46.386,15.4458,Podravska,SI032
248,Bračna Vas,Bračne Vasa,Bračni Vasu,45.9048,15.5922,Posavska,SI036
249,Branik,Branika,Braniku,45.9558,13.6433,Goriška,SI043
250,Brankovo,Brankova,Brankovu,45.8363,14.6377,Osrednjeslovenska,SI041
251,Branoslavci,Branoslavciv,Branoslavcih,46.5168,16.2027,Pomurska,SI031
252,Braslovče,Braslovča,Braslovču,46.2884,15.0386,Savinjska,SI034
253,Bratislavci,Bratislavciv,Bratislavcih,46.4299,15.9488,Podravska,SI032
254,Bratnice,Bratnica,Bratnicu,45.9374,14.8029,Osrednjeslovenska,SI041
255,Bratonci,Bratonciv,Bratoncih,46.606,16.2328,Pomurska,SI031
257,Brce,Brca,Brcu,45.5679,14.2527,Primorsko-notranjska,SI038
258,Brda,Brde,Brdi,46.3425,14.1721,Gorenjska,SI042
259,Brda,Brde,Brdi,46.5094,15.0792,Koroška,SI033
260,Brdarci,Brdarciv,Brdarcih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
261,Brdce,Brdca,Brdcu,46.1479,15.1528,Savinjska,SI034
262,Brdce,Brdca,Brdcu,46.2933,15.3052,Savinjska,SI034
263,Brdce Nad Dobrno,Brdca Nada Dobrna,Brdcu Nadu Dobrnu,46.3381,15.2293,Savinjska,SI034
267,Brdo,Brda,Brdu,46.1394,14.595,Osrednjeslovenska,SI041
268,Brdo,Brda,Brdu,46.3202,14.9531,Savinjska,SI034
269,Brdo,Brda,Brdu,45.9558,13.6433,Goriška,SI043
270,Brdo,Brda,Brdu,46.3383,15.4233,Savinjska,SI034
271,Brdo,Brda,Brdu,46.2176,15.396,Savinjska,SI034
272,Brdo,Brda,Brdu,46.3581,14.293,Gorenjska,SI042
273,Brdo Pri Lukovici,Brda Priv Lukoviciv,Brdu Prih Lukovicih,46.1686,14.6892,Osrednjeslovenska,SI041
276,Breg,Brega,Bregu,46.35,15.7333,Podravska,SI032
277,Breg,Brega,Bregu,46.5206,14.8536,Koroška,SI033
278,Breg,Brega,Bregu,46.0092,15.3041,Posavska,SI036
280,Breg Ob Bistrici,Brega Oba Bistriciv,Bregu Obu Bistricih,46.3581,14.293,Gorenjska,SI042
281,Breg Ob Kokri,Brega Oba Kokriv,Bregu Obu Kokrih,46.3052,14.4203,Gorenjska,SI042
282,Breg Ob Savi,Brega Oba Saviv,Bregu Obu Savih,46.2333,14.3667,Gorenjska,SI042
283,Breg Pri Borovnici,Brega Priv Borovniciv,Bregu Prih Borovnicih,45.9197,14.3572,Osrednjeslovenska,SI041
284,Breg Pri Dobu,Brega Priv Dobua,Bregu Prih Dobuu,45.9374,14.8029,Osrednjeslovenska,SI041
286,Breg Pri Kočevju,Brega Priv Kočevjua,Bregu Prih Kočevjuu,45.643,14.8594,Jugovzhodna Slovenija,SI037
287,Breg Pri Komendi,Brega Priv Komendiv,Bregu Prih Komendih,46.2073,14.539,Osrednjeslovenska,SI041
288,Breg Pri Konjicah,Brega Priv Konjicaha,Bregu Prih Konjicahu,46.3383,15.4233,Savinjska,SI034
289,Breg Pri Litiji,Brega Priv Litijiv,Bregu Prih Litijih,46.0667,14.8167,Zasavska,SI035
290,Breg Pri Polzeli,Brega Priv Polzeliv,Bregu Prih Polzelih,46.2809,15.074,Savinjska,SI034
291,Breg Pri Ribnici Na Dol.,Brega Priv Ribniciv Ne Dol.a,Bregu Prih Ribnicih Ni Dol.u,45.74,14.7308,Jugovzhodna Slovenija,SI037
292,Breg Pri Ribnici Na Dol.,Brega Priv Ribniciv Ne Dol.a,Bregu Prih Ribnicih Ni Dol.u,46.5372,15.2733,Koroška,SI033
293,Breg Pri Sinjem Vrhu,Brega Priv Sinjema Vrhua,Bregu Prih Sinjemu Vrhuu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
294,Breg Pri Temenici,Brega Priv Temeniciv,Bregu Prih Temenicih,45.9374,14.8029,Osrednjeslovenska,SI041
295,Breg Pri Zagradcu,Brega Priv Zagradcua,Bregu Prih Zagradcuu,45.9374,14.8029,Osrednjeslovenska,SI041
296,Brege,Brega,Bregu,45.95,15.4833,Posavska,SI036
297,Breginj,Breginja,Breginju,46.2464,13.578,Goriška,SI043
298,Brekovice,Brekovica,Brekovicu,46.0469,14.1097,Gorenjska,SI042
299,Brengova,Brengove,Brengovi,46.566,15.9429,Podravska,SI032
300,Bresnica,Bresnice,Bresnici,46.4086,16.1475,Podravska,SI032
301,Brest,Bresta,Brestu,45.9692,14.5394,Osrednjeslovenska,SI041
302,Brestanica,Brestanice,Brestanici,45.95,15.4833,Posavska,SI036
303,Bresternica,Bresternice,Bresternici,46.5575,15.6456,Podravska,SI032
305,Brestovec,Brestovca,Brestovcu,46.2314,15.6381,Savinjska,SI034
306,Brestovica Pri Komnu,Brestovice Priv Komnua,Brestovici Prih Komnuu,45.8159,13.7507,Obalno-kraška,SI044
307,Brestovica Pri Povirju,Brestovice Priv Povirjua,Brestovici Prih Povirjuu,45.7034,13.8706,Obalno-kraška,SI044
308,Breška Vas,Breške Vasa,Breški Vasu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
309,Breza,Breze,Brezi,45.9104,15.0086,Jugovzhodna Slovenija,SI037
310,Brezen,Brezena,Brezenu,46.3825,15.2956,Savinjska,SI034
311,Brezje,Brezja,Brezju,45.7964,14.3581,Primorsko-notranjska,SI038
312,Brezje,Brezja,Brezju,46.3381,14.9572,Savinjska,SI034
313,Brezje,Brezja,Brezju,45.8,15.1667,Jugovzhodna Slovenija,SI037
314,Brezje,Brezja,Brezju,46.3425,14.1721,Gorenjska,SI042
315,Brezje,Brezja,Brezju,46.0092,15.3041,Posavska,SI036
318,Brezje Nad Kamnikom,Brezja Nada Kamnikoma,Brezju Nadu Kamnikomu,46.2257,14.612,Osrednjeslovenska,SI041
319,Brezje Ob Slomu,Brezja Oba Slomua,Brezju Obu Slomuu,46.2176,15.396,Savinjska,SI034
320,Brezje Pod Nanosom,Brezja Poda Nanosoma,Brezju Podu Nanosomu,45.7759,14.2137,Primorsko-notranjska,SI038
321,Brezje Pri Bojsnem,Brezja Priv Bojsnema,Brezju Prih Bojsnemu,45.9048,15.5922,Posavska,SI036
322,Brezje Pri Dobjem,Brezja Priv Dobjema,Brezju Prih Dobjemu,46.1369,15.3945,Savinjska,SI034
324,Brezje Pri Dobu,Brezja Priv Dobua,Brezju Prih Dobuu,46.1394,14.595,Osrednjeslovenska,SI041
325,Brezje Pri Dovškem,Brezja Priv Dovškema,Brezju Prih Dovškemu,45.95,15.4833,Posavska,SI036
326,Brezje Pri Grosupljem,Brezja Priv Grosupljema,Brezju Prih Grosupljemu,45.9551,14.6562,Osrednjeslovenska,SI041
327,Brezje Pri Kumpolju,Brezja Priv Kumpoljua,Brezju Prih Kumpoljuu,46.0667,14.8167,Zasavska,SI035
329,Brezje Pri Lipoglavu,Brezja Priv Lipoglavua,Brezju Prih Lipoglavuu,46.0514,14.5061,Osrednjeslovenska,SI041
330,Brezje Pri Ločah,Brezja Priv Ločaha,Brezju Prih Ločahu,46.3383,15.4233,Savinjska,SI034
331,Brezje Pri Oplotnici,Brezja Priv Oplotniciv,Brezju Prih Oplotnicih,46.386,15.4458,Podravska,SI032
332,Brezje Pri Podplatu,Brezja Priv Podplatua,Brezju Prih Podplatuu,46.2314,15.6381,Savinjska,SI034
333,Brezje Pri Poljčanah,Brezja Priv Poljčanaha,Brezju Prih Poljčanahu,46.3135,15.5791,Podravska,SI032
334,Brezje Pri Raki,Brezja Priv Rakiv,Brezju Prih Rakih,45.95,15.4833,Posavska,SI036
335,Brezje Pri Rožnem Dolu,Brezja Priv Rožnema Dolua,Brezju Prih Rožnemu Doluu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
336,Brezje Pri Senušah,Brezja Priv Senušaha,Brezju Prih Senušahu,45.95,15.4833,Posavska,SI036
337,Brezje Pri Slov. Bistrici,Brezja Priv Slov.a Bistriciv,Brezju Prih Slov.u Bistricih,46.3903,15.575,Podravska,SI032
338,Brezje Pri Šentjerneju,Brezja Priv Šentjernejua,Brezju Prih Šentjernejuu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
340,Brezje Pri Tržiču,Brezja Priv Tržičua,Brezju Prih Tržičuu,46.3581,14.293,Gorenjska,SI042
341,Brezje Pri Veliki Dolini,Brezja Priv Velikiv Doliniv,Brezju Prih Velikih Dolinih,45.9048,15.5922,Posavska,SI036
342,Brezje Pri Vinjem Vrhu,Brezja Priv Vinjema Vrhua,Brezju Prih Vinjemu Vrhuu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
343,Brezje V Podbočju,Brezja Va Podbočjua,Brezju Vu Podbočjuu,45.95,15.4833,Posavska,SI036
345,Breznica,Breznice,Breznici,46.5438,14.9119,Koroška,SI033
347,Breznica Pod Lubnikom,Breznice Poda Lubnikoma,Breznici Podu Lubnikomu,46.1672,14.303,Gorenjska,SI042
348,Breznica Pri Žireh,Breznice Priv Žireha,Breznici Prih Žirehu,46.0469,14.1097,Gorenjska,SI042
349,Breznik,Breznika,Brezniku,45.5711,15.1889,Jugovzhodna Slovenija,SI037
351,Brezno,Brezna,Breznu,46.1563,15.2386,Savinjska,SI034
352,Brezno,Brezna,Breznu,46.5864,15.3286,Koroška,SI033
353,Brezova,Brezove,Brezovi,46.2358,15.2675,Savinjska,SI034
354,Brezova Reber,Brezove Rebera,Brezovi Reberu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
355,Brezova Reber Pri Dvoru,Brezove Rebera Priv Dvorua,Brezovi Reberu Prih Dvoruu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
356,Brezovci,Brezovciv,Brezovcih,46.4299,15.9488,Podravska,SI032
357,Brezovci,Brezovciv,Brezovcih,46.7039,16.1572,Pomurska,SI031
358,Brezovec,Brezovca,Brezovcu,46.3436,15.9941,Podravska,SI032
359,Brezovec – Del,Brezovca –a Dla,Brezovcu –u Dlu,46.5631,16.4519,Pomurska,SI031
360,Brezovec Pri Polju,Brezovca Priv Poljua,Brezovcu Prih Poljuu,46.1573,15.5974,Savinjska,SI034
362,Brezovi Dol,Brezoviv Dola,Brezovih Dolu,45.9374,14.8029,Osrednjeslovenska,SI041
364,Brezovica,Brezovice,Brezovici,46.3425,14.1721,Gorenjska,SI042
365,Brezovica,Brezovice,Brezovici,45.8622,15.2214,Jugovzhodna Slovenija,SI037
366,Brezovica,Brezovice,Brezovici,46.5719,16.3472,Pomurska,SI031
367,Brezovica Na Bizeljskem,Brezovice Ne Bizeljskema,Brezovici Ni Bizeljskemu,45.9048,15.5922,Posavska,SI036
368,Brezovica Pri Borovnici,Brezovice Priv Borovniciv,Brezovici Prih Borovnicih,45.9197,14.3572,Osrednjeslovenska,SI041
369,Brezovica Pri Črmošnjicah,Brezovice Priv Črmošnjicaha,Brezovici Prih Črmošnjicahu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
370,Brezovica Pri Dobu,Brezovice Priv Dobua,Brezovici Prih Dobuu,46.1394,14.595,Osrednjeslovenska,SI041
371,Brezovica Pri Gradinu,Brezovice Priv Gradinua,Brezovici Prih Gradinuu,45.55,13.7333,Obalno-kraška,SI044
